   300.00 999.98169775969689 
   303.62 999.98071677819541 
   307.23 999.98190795589733 
   310.85 999.98488507366312 
   314.47 999.98875586959275 
   318.08 999.99255192769920 
   321.70 999.99560699886115 
   325.32 999.99769275191397 
   328.93 999.99892068402301 
   332.55 999.99954961726917 
   336.17 999.99983077700062 
   339.78 999.99993951969475 
   343.40 999.99997375201974 
   347.02 999.99997928735252 
   350.64 999.99997502767224 
   354.25 999.99996891757223 
   357.87 999.99996413571728 
   361.49 999.99996315279418 
   365.10 999.99996629128714 
   368.72 999.99997254161599 
   372.34 999.99998008396051 
   375.95 999.99998713747664 
   379.57 999.99999260318816 
   383.19 999.99999621245183 
   386.80 999.99999827310091 
   390.42 999.99999813126021 
   394.04 999.99999519428525 
   397.65 999.99998411546551 
   401.27 999.99995112902025 
   404.89 999.99986554946599 
   408.50 999.99967051284523 
   412.12 999.99928099995884 
   415.74 999.99860294166945 
   419.35 999.99758289587055 
   422.97 999.99627632835109 
   426.59 999.99489209756950 
   430.21 999.99376102929682 
   433.82 999.99321443272049 
   437.44 999.99342815892135 
   441.06 999.99433097813517 
   444.67 999.99564083448649 
   448.29 999.99700274932684 
   451.91 999.99813560931000 
   455.52 999.99890659850666 
   459.14 999.99931887002742 
   462.76 999.99945425773035 
   466.37 999.99941953280359 
   469.99 999.99931612223224 
   473.61 999.99922629406035 
   477.22 999.99920352272898 
   480.84 999.99926528455967 
   484.46 999.99939460306211 
   488.07 999.99955285643614 
   491.69 999.99970024476045 
   495.31 999.99981016420327 
   498.92 999.99987462171055 
   502.54 999.99990038432554 
   506.16 999.99990170848082 
   509.78 999.99989389431050 
   513.39 999.99988892387967 
   517.01 999.99989308879265 
   520.63 999.99990655150509 
   524.24 999.99992494279161 
   527.86 999.99994213911646 
   531.48 999.99995344428623 
   535.09 999.99995703685693 
   538.71 999.99995419964057 
   542.33 999.99994831787615 
   545.94 999.99994338073782 
   549.56 999.99994250316149 
   553.18 999.99994690779693 
   556.79 999.99995572620639 
   560.41 999.99996662379135 
   564.03 999.99997701297298 
   567.64 999.99998479937710 
   571.26 999.99998848336520 
   574.88 999.99998617990821 
   578.49 999.99997402504039 
   582.11 999.99994479239865 
   585.73 999.99988817111671 
   589.35 999.99979430449048 
   592.96 999.99966088144504 
   596.58 999.99950090951086 
   600.20 999.99934524216155 
   603.81 999.99923472643195 
   607.43 999.99920328886662 
   611.05 999.99926118256576 
   614.66 999.99938957497022 
   618.28 999.99955031985928 
   621.90 999.99970408145975 
   625.51 999.99982521633228 
   629.13 999.99990625336159 
   632.75 999.99995307377469 
   636.36 999.99997676889484 
   639.98 999.99998743615606 
   643.60 999.99999166778844 
   647.21 999.99999278065309 
   650.83 999.99999211277463 
   654.45 999.99999027576985 
   658.06 999.99998769604804 
   661.68 999.99998514290724 
   665.30 999.99998332973075 
   668.91 999.99998280441184 
   672.53 999.99998372914445 
   676.15 999.99998580379224 
   679.77 999.99998832315339 
   683.38 999.99999030359481 
   687.00 999.99999064299709 
   690.62 999.99998829952153 
   694.23 999.99998254584079 
   697.85 999.99997330567930 
   701.47 999.99996146492822 
   705.08 999.99994887480693 
   708.70 999.99993783552532 
   712.32 999.99993015214011 
   715.93 999.99992624092215 
   719.55 999.99992488938585 
   723.17 999.99992396147934 
   726.78 999.99992176555884 
   730.40 999.99991827509768 
   734.02 999.99991534541891 
   737.63 999.99991567658753 
   741.25 999.99992116303406 
   744.87 999.99993175593943 
   748.48 999.99994555099704 
   752.10 999.99995987168870 
   755.72 999.99997247155329 
   759.34 999.99998215114772 
   762.95 999.99998868138164 
   766.57 999.99999239253543 
   770.19 999.99999378072403 
   773.80 999.99999328781428 
   777.42 999.99999116407741 
   781.04 999.99998766696490 
   784.65 999.99998276426072 
   788.27 999.99997577577676 
   791.89 999.99996419271474 
   795.50 999.99994199650439 
   799.12 999.99989848028588 
   802.74 999.99981968308487 
   806.35 999.99969429350256 
   809.97 999.99952336675233 
   813.59 999.99932881522170 
   817.20 999.99915297489349 
   820.82 999.99904493331280 
   824.44 999.99903861875418 
   828.05 999.99913577811594 
   831.67 999.99930537938076 
   835.29 999.99949969115050 
   838.91 999.99967576694632 
   842.52 999.99980934126722 
   846.14 999.99989604712516 
   849.76 999.99994404148845 
   853.37 999.99996539294227 
   856.99 999.99997086102599 
   860.61 999.99996845293879 
   864.22 999.99996384592157 
   867.84 999.99996089716421 
   871.46 999.99996168906796 
   875.07 999.99996633587023 
   878.69 999.99997354975619 
   882.31 999.99998125464447 
   885.92 999.99998753190471 
   889.54 999.99999107035819 
   893.16 999.99999108056545 
   896.77 999.99998700026538 
   900.39 999.99997837394244 
   904.01 999.99996508590471 
   907.62 999.99994776254118 
   911.24 999.99992799105416 
   914.86 999.99990806069798 
   918.48 999.99989041814172 
   922.09 999.99987716065039 
   925.71 999.99986976084688 
   929.33 999.99986865245126 
   932.94 999.99987293921060 
   936.56 999.99987953461914 
   940.18 999.99988294882826 
   943.79 999.99987469008101 
   947.41 999.99984139096023 
   951.03 999.99976171150615 
   954.64 999.99960549273692 
   958.26 999.99934142434665 
   961.88 999.99895677914026 
   965.49 999.99848252088270 
   969.11 999.99800552838826 
   972.73 999.99764960822790 
   976.34 999.99752558627779 
   979.96 999.99767687248664 
   983.58 999.99805647950370 
   987.19 999.99855172442574 
   990.81 999.99903887470771 
   994.43 999.99943201363578 
   998.04 999.99970111296147 
  1001.66 999.99985995329780 
  1005.28 999.99994156851392 
  1008.90 999.99997829218182 
  1012.51 999.99999281907128 
  1016.13 999.99999788425828 
  1019.75 999.99999944282376 
  1023.36 999.99999986163596 
  1026.98 999.99999997153725 
  1030.60 999.99999991813684 
  1034.21 999.99999979035022 
  1037.83 999.99999952192547 
  1041.45 999.99999806139533 
  1045.06 999.99999411893725 
  1048.68 999.99998151307568 
  1052.30 999.99994301450329 
  1055.91 999.99983551997150 
  1059.53 999.99956721155866 
  1063.15 999.99897538771575 
  1066.76 999.99783031545928 
  1070.38 999.99590108606026 
  1074.00 999.99309922855571 
  1077.61 999.98965142365091 
  1081.23 999.98617918733112 
  1084.85 999.98356296553948 
  1088.47 999.98259236080730 
  1092.08 999.98358338841228 
  1095.70 999.98621323769885 
  1099.32 999.98968876621302 
  1102.93 999.99313066006857 
  1106.55 999.99591930945587 
  1110.17 999.99782609770546 
  1113.78 999.99892817089733 
  1117.40 999.99943119355089 
  1121.02 999.99952466599564 
  1124.63 999.99932384423118 
  1128.25 999.99888779758624 
  1131.87 999.99827451729038 
  1135.48 999.99758974971849 
  1139.10 999.99699424985693 
  1142.72 999.99665766190526 
  1146.33 999.99668393242973 
  1149.95 999.99705334917257 
  1153.57 999.99762235103071 
  1157.18 999.99817423900981 
